Frame,MeanLoss,LossType
150,0.004129066467065068,Training
151,0.004103426272756147,Training
152,0.004323683729926958,Training
153,0.0041598685258658905,Training
154,0.004170561623000841,Training
155,0.00419559027966047,Training
156,0.004018044215916605,Training
157,0.0040329423036880386,Training
158,0.00409161544257812,Training
159,0.004293825212241711,Training
160,0.0042319197945565505,Training
161,0.003967518293425043,Training
162,0.0039020899798494035,Training
163,0.004012229173578581,Training
164,0.004090232039345382,Training
165,0.0038489784697297758,Training
166,0.003974761092799034,Training
167,0.0038262340561625785,Training
168,0.003906484073710244,Training
169,0.0038588099492672108,Training
170,0.003802024383463929,Training
171,0.003726124843415707,Training
172,0.0038064590538562327,Training
173,0.003710864326512367,Training
174,0.0035401054111249114,Training
175,0.0037144044446307165,Training
176,0.0037879877044953666,Training
177,0.0037160130512763965,Training
178,0.0036178912991479467,Training
179,0.0036613164971749396,Training
180,0.00373776062925703,Training
181,0.0036255736228319544,Training
182,0.003642869286038751,Training
183,0.00349284257491893,Training
184,0.004964560827481287,Training
185,0.0035408678645875062,Training
186,0.0034269977221091682,Training
187,0.0033271176429507114,Training
188,0.0035828464308033108,Training
189,0.0033408438064915533,Training
190,0.0033770735589590444,Training
191,0.0034377880480467105,Training
192,0.0035358049421147235,Training
193,0.003480207849472335,Training
194,0.003558278575815279,Training
195,0.0033805203512287814,Training
196,0.0032535949723380363,Training
197,0.003305791414010371,Training
198,0.0032383098026079623,Training
199,0.0033717546697453462,Training
200,0.0033788324273782157,Training
