epoch,lr-AdamW,step,train/dice_background,train/dice_jaw,train/dice_lips,train/dice_mean,train/dice_tongue,train/loss,val/dice_background,val/dice_jaw,val/dice_lips,val/dice_mean,val/dice_tongue,val/iou_background,val/iou_jaw,val/iou_lips,val/iou_mean,val/iou_tongue,val/loss
11,,159,0.9790652394294739,0.7456555962562561,0.19465649127960205,0.7147698402404785,0.9397021532058716,0.08747418224811554,,,,,,,,,,,
11,,167,,,,,,,0.9622419476509094,0.901074230670929,0.13931308686733246,0.7157862782478333,0.8605160117149353,0.9274422526359558,0.8203587532043457,0.07589541375637054,0.647289514541626,0.7654617428779602,0.15631383657455444
,0.0002926829491861254,168,,,,,,,,,,,,,,,,,
12,,169,0.9871216416358948,0.8558540344238281,0.3864077627658844,0.7914496064186096,0.9364149570465088,0.06433922052383423,,,,,,,,,,,
12,,179,0.9791630506515503,0.646294355392456,0.6055500507354736,0.7805647253990173,0.8912513852119446,0.10378031432628632,,,,,,,,,,,
12,,181,,,,,,,0.9666385054588318,0.8799713253974915,0.3634668290615082,0.7613325715065002,0.8352537155151367,0.9355437159538269,0.7858233451843262,0.22398966550827026,0.6690651774406433,0.7309038043022156,0.13858841359615326
,0.00028370547536616097,182,,,,,,,,,,,,,,,,,
13,,189,0.9828799962997437,0.7661365866661072,0.753608226776123,0.8516306281089783,0.9038977026939392,0.08670271933078766,,,,,,,,,,,
13,,195,,,,,,,0.9729244112968445,0.8465363383293152,0.6537426114082336,0.8432022929191589,0.8996057510375977,0.9473589062690735,0.7343690991401672,0.487495094537735,0.7475191354751587,0.8208534121513367,0.1047758087515831
,0.0002714480406590546,196,,,,,,,,,,,,,,,,,
14,,199,0.9837859272956848,0.6901217699050903,0.7135576009750366,0.8387916088104248,0.9677010774612427,0.06354642659425735,,,,,,,,,,,
14,,209,0.9814810752868652,0.7930396199226379,0.602441132068634,0.8336212635040283,0.9575232267379761,0.07561803609132767,,,,,,,,,,,
14,,209,,,,,,,0.9665359854698181,0.7872883677482605,0.6876944899559021,0.8221842646598816,0.8472182154655457,0.9355792999267578,0.6516113877296448,0.526651918888092,0.715131938457489,0.7466852068901062,0.14766743779182434
,0.00025621246378738883,210,,,,,,,,,,,,,,,,,
15,,219,0.9863744974136353,0.8521442413330078,0.4263322949409485,0.7982938289642334,0.928324282169342,0.06541959941387177,,,,,,,,,,,
15,,223,,,,,,,0.9617008566856384,0.9044157862663269,0.29865631461143494,0.7520368695259094,0.8433745503425598,0.9265327453613281,0.8264139294624329,0.18378986418247223,0.670512855052948,0.7453147768974304,0.1534903198480606
,0.0002383738952177247,224,,,,,,,,,,,,,,,,,
16,,229,0.9803969860076904,0.7524197697639465,0.6067084670066833,0.8190191388130188,0.9365512132644653,0.08511587977409363,,,,,,,,,,,
16,,237,,,,,,,0.9753823280334473,0.89979487657547,0.6588917374610901,0.8590356111526489,0.9020736217498779,0.9520346522331238,0.8186876177787781,0.4929286539554596,0.7724130153656006,0.826000988483429,0.1010655090212822
,0.0002183715797110622,238,,,,,,,,,,,,,,,,,
17,,239,0.9860369563102722,0.7072961330413818,0.6504226922988892,0.8253742456436157,0.9577413201332092,0.05663497745990753,,,,,,,,,,,
17,,249,0.9888137578964233,0.8878306746482849,0.5800376534461975,0.8522630333900452,0.9523701071739197,0.05018782243132591,,,,,,,,,,,
17,,251,,,,,,,0.9745973944664001,0.8763403296470642,0.5360465049743652,0.8300679326057434,0.9332875609397888,0.9504935145378113,0.7802610993385315,0.3688971996307373,0.7439332604408264,0.8760811686515808,0.09915023297071457
,0.0001966980406590546,252,,,,,,,,,,,,,,,,,
18,,259,0.9929683804512024,0.9369959831237793,0.7395833134651184,0.9082568287849426,0.96347975730896,0.034022510051727295,,,,,,,,,,,
18,,265,,,,,,,0.9735079407691956,0.8749677538871765,0.7012016177177429,0.8584686517715454,0.8841971755027771,0.9485276341438293,0.7786735892295837,0.5426633954048157,0.7671045660972595,0.7985537052154541,0.1044970154762268
,0.00017388695252351449,266,,,,,,,,,,,,,,,,,
19,,269,0.9898815155029297,0.9093918204307556,0.809960663318634,0.9202710390090942,0.9718500971794128,0.04750981554389,,,,,,,,,,,
19,,279,0.9898656010627747,0.842212438583374,0.6572667956352234,0.8655341267585754,0.9727916717529297,0.04099852964282036,,,,,,,,,,,
19,,279,,,,,,,0.9715771079063416,0.8992951512336731,0.4092019498348236,0.8018530607223511,0.9273381233215332,0.9447774887084961,0.8179320693016052,0.2595144510269165,0.7220933437347412,0.8661494255065918,0.14276616275310516
,0.00015049999999999997,280,,,,,,,,,,,,,,,,,
20,,289,0.9904161691665649,0.9211267828941345,0.7564804553985596,0.9096684455871582,0.970650315284729,0.04178333282470703,,,,,,,,,,,
20,,293,,,,,,,0.9768621921539307,0.8948614001274109,0.6228031516075134,0.8561028242111206,0.9298844337463379,0.9548342227935791,0.8104581832885742,0.4544127285480499,0.772799015045166,0.8714908957481384,0.10165796428918839
,0.00012711304747648549,294,,,,,,,,,,,,,,,,,
21,,299,0.982519805431366,0.7566089630126953,0.7071330547332764,0.8534582257270813,0.9675711393356323,0.0729747861623764,,,,,,,,,,,
21,,307,,,,,,,0.9710405468940735,0.9057693481445312,0.5234562754631042,0.8227391839027405,0.8906905055046082,0.9438209533691406,0.8281199932098389,0.3571881353855133,0.7345488667488098,0.8090662956237793,0.1212773323059082
,0.00010430195934094535,308,,,,,,,,,,,,,,,,,
22,,309,0.9906530380249023,0.9357106685638428,0.8031268119812012,0.9256106615066528,0.9729520678520203,0.0471385195851326,,,,,,,,,,,
22,,319,0.9888985753059387,0.8806983232498169,0.5057268738746643,0.8370118141174316,0.9727237224578857,0.05000236630439758,,,,,,,,,,,
22,,321,,,,,,,0.9704629778862,0.851083517074585,0.4534129202365875,0.7986021041870117,0.9194488525390625,0.9426718354225159,0.7413232326507568,0.29617249965667725,0.7084627151489258,0.8536831736564636,0.13303537666797638
,8.262842028893775e-05,322,,,,,,,,,,,,,,,,,
23,,329,0.9917857050895691,0.9169016480445862,0.8528624773025513,0.9326106309890747,0.9688926935195923,0.03910507634282112,,,,,,,,,,,
23,,335,,,,,,,0.971139132976532,0.9045813679695129,0.43097880482673645,0.8048965930938721,0.9128870964050293,0.9439680576324463,0.8263342380523682,0.27790406346321106,0.7227509021759033,0.8427972793579102,0.13331343233585358
,6.262610478227527e-05,336,,,,,,,,,,,,,,,,,
24,,339,0.9864884614944458,0.8703568577766418,0.6887966990470886,0.8800133466720581,0.9744112491607666,0.05361296236515045,,,,,,,,,,,
24,,349,0.9913440346717834,0.8932988047599792,0.851171612739563,0.926261305809021,0.9692307710647583,0.039190623909235,,,,,,,,,,,
24,,349,,,,,,,0.9710389971733093,0.8401961326599121,0.4778769910335541,0.803548276424408,0.9250810742378235,0.9437546730041504,0.7254002690315247,0.31730082631111145,0.7121821045875549,0.8622727394104004,0.128304123878479
,4.478753621261114e-05,350,,,,,,,,,,,,,,,,,
25,,359,0.9850086569786072,0.7824810147285461,0.7789286971092224,0.8784471154212952,0.9673700332641602,0.06301872432231903,,,,,,,,,,,
25,,363,,,,,,,0.9713411331176758,0.8972089886665344,0.4190221130847931,0.802431583404541,0.9221542477607727,0.9443486332893372,0.8144435882568359,0.26822391152381897,0.7212141752243042,0.8578404784202576,0.13628436625003815
,2.955195934094537e-05,364,,,,,,,,,,,,,,,,,
26,,369,0.9872841238975525,0.8329010605812073,0.8311482071876526,0.9036862850189209,0.9634119272232056,0.05239709094166756,,,,,,,,,,,
26,,377,,,,,,,0.9721853137016296,0.9023751616477966,0.49186697602272034,0.8197795748710632,0.9126908183097839,0.9459723830223083,0.822789192199707,0.33005383610725403,0.7353444695472717,0.8425624370574951,0.13206620514392853
,1.7294524633839014e-05,378,,,,,,,,,,,,,,,,,
27,,379,0.9878225922584534,0.7991935610771179,0.6787521243095398,0.8578382730484009,0.9655846953392029,0.04813828691840172,,,,,,,,,,,
27,,389,0.9948886632919312,0.9291244745254517,0.9196141362190247,0.9537639021873474,0.9714285731315613,0.027758575975894928,,,,,,,,,,,
27,,391,,,,,,,0.9727494716644287,0.8980069160461426,0.49568668007850647,0.8220037221908569,0.9215717315673828,0.9470135569572449,0.8159448504447937,0.33389219641685486,0.7383029460906982,0.8563613295555115,0.1295451521873474
,8.317050813874547e-06,392,,,,,,,,,,,,,,,,,
28,,399,0.9901127815246582,0.8640859127044678,0.7415525317192078,0.8922189474105835,0.9731244444847107,0.039435312151908875,,,,,,,,,,,
28,,405,,,,,,,0.9722533226013184,0.8849761486053467,0.4993339478969574,0.8191648721694946,0.920096218585968,0.9460727572441101,0.7951917052268982,0.33718302845954895,0.7331006526947021,0.8539552092552185,0.129553884267807
,2.8405930810269197e-06,406,,,,,,,,,,,,,,,,,
29,,409,0.9923146963119507,0.9345527291297913,0.47262248396873474,0.8432865142822266,0.9736562371253967,0.03283797949552536,,,,,,,,,,,
29,,419,0.9922480583190918,0.9243401885032654,0.5995145440101624,0.8735093474388123,0.9779346585273743,0.03163843974471092,,,,,,,,,,,
29,,419,,,,,,,0.971764862537384,0.8945158123970032,0.4483768045902252,0.8092195391654968,0.9222205281257629,0.9451450705528259,0.8103784918785095,0.2930125296115875,0.7265465259552002,0.8576498627662659,0.13657598197460175
,0.0003,420,,,,,,,,,,,,,,,,,
30,,429,0.9867594838142395,0.9209191203117371,0.5964757800102234,0.8623809814453125,0.94536954164505,0.057735100388526917,,,,,,,,,,,
30,,433,,,,,,,0.9685180187225342,0.8309337496757507,0.4269501268863678,0.7819809913635254,0.9015218615531921,0.9390416145324707,0.7109450697898865,0.2774192690849304,0.688736617565155,0.8275403380393982,0.13399691879749298
,0.0002995391413931026,434,,,,,,,,,,,,,,,,,
31,,439,0.9912310242652893,0.9523993730545044,0.6762738227844238,0.8981728553771973,0.9727870225906372,0.03817655146121979,,,,,,,,,,,
31,,447,,,,,,,0.9759971499443054,0.886749267578125,0.595562756061554,0.8432412147521973,0.9146557450294495,0.9532318711280823,0.797681987285614,0.4274711608886719,0.7567653656005859,0.8486763834953308,0.11068496853113174
,0.00029815940691897306,448,,,,,,,,,,,,,,,,,
32,,449,0.9871529936790466,0.8660733699798584,0.6379774212837219,0.8622099757194519,0.9576361179351807,0.05366815999150276,,,,,,,,,,,
32,,459,0.9865695834159851,0.9209003448486328,0.6899822354316711,0.8915770649909973,0.9688560962677002,0.05835539102554321,,,,,,,,,,,
32,,461,,,,,,,0.9686635136604309,0.866671085357666,0.574636697769165,0.8205055594444275,0.872050940990448,0.9394270777702332,0.7648835182189941,0.4054863154888153,0.722732424736023,0.781132698059082,0.1447543352842331
,0.00029586930309945264,462,,,,,,,,,,,,,,,,,
33,,469,0.9880096912384033,0.8581900000572205,0.699999988079071,0.8706321120262146,0.9363287687301636,0.050199393182992935,,,,,,,,,,,
33,,475,,,,,,,0.9614337086677551,0.8073587417602539,0.6184099316596985,0.8001652359962463,0.8134585022926331,0.9262487888336182,0.6769868731498718,0.4503574073314667,0.690474271774292,0.7083039879798889,0.17540937662124634
,0.0002926829491861254,476,,,,,,,,,,,,,,,,,
34,,479,0.988334059715271,0.8292441368103027,0.7707698941230774,0.8904467225074768,0.9734387397766113,0.04937728866934776,,,,,,,,,,,
34,,489,0.9875953793525696,0.8436293601989746,0.8653395771980286,0.9066120982170105,0.9298842549324036,0.05251341685652733,,,,,,,,,,,
34,,489,,,,,,,0.9798477292060852,0.8844063878059387,0.7722076773643494,0.8893782496452332,0.9210510849952698,0.9605748057365417,0.7934329509735107,0.6362364888191223,0.8116844296455383,0.8564936518669128,0.09126508980989456
,0.0002886199901104373,490,,,,,,,,,,,,,,,,,
35,,499,0.9909088015556335,0.9215316772460938,0.728898823261261,0.9015931487083435,0.9650334715843201,0.038372818380594254,,,,,,,,,,,
35,,503,,,,,,,0.976189136505127,0.8978919982910156,0.6599612236022949,0.861486554145813,0.9119038581848145,0.9535561203956604,0.8149563670158386,0.4943433105945587,0.7760966420173645,0.8415307998657227,0.10298842191696167
,0.00028370547536616097,504,,,,,,,,,,,,,,,,,
36,,509,0.9894161820411682,0.8554716110229492,0.7855626344680786,0.9006247520446777,0.9720484614372253,0.049374718219041824,,,,,,,,,,,
36,,517,,,,,,,0.9685847163200378,0.901958167552948,0.37121132016181946,0.7861855626106262,0.9029879570007324,0.9391177296638489,0.8225019574165344,0.23259973526000977,0.7046282291412354,0.8242936134338379,0.17009876668453217
,0.0002779697045709368,518,,,,,,,,,,,,,,,,,
37,,519,0.9814220070838928,0.70345139503479,0.78078693151474,0.8489604592323303,0.9301815032958984,0.0657729059457779,,,,,,,,,,,
37,,529,0.9868122935295105,0.9164086580276489,0.3243243098258972,0.7997594475746155,0.971492350101471,0.049911290407180786,,,,,,,,,,,
37,,531,,,,,,,0.9653592109680176,0.8621923327445984,0.4287073314189911,0.780389130115509,0.8652974963188171,0.9332677721977234,0.7581897377967834,0.2748485207557678,0.6850027441978455,0.7737049460411072,0.1809273511171341
,0.0002714480406590546,532,,,,,,,,,,,,,,,,,
38,,539,0.9938012957572937,0.9606708884239197,0.7099767923355103,0.9086979627609253,0.9703426361083984,0.030026588588953018,,,,,,,,,,,
38,,545,,,,,,,0.9715186953544617,0.871845543384552,0.5027598738670349,0.8143184185028076,0.9111495614051819,0.9446699619293213,0.7733384966850281,0.3390985429286957,0.724331259727478,0.8402180671691895,0.1198199987411499
,0.00026418069185720465,546,,,,,,,,,,,,,,,,,
39,,549,0.991072952747345,0.9242298007011414,0.8147228956222534,0.9237023591995239,0.9647836685180664,0.04670344665646553,,,,,,,,,,,
39,,559,0.9894468784332275,0.7464548945426941,0.8309726119041443,0.8835240006446838,0.9672216176986694,0.041077956557273865,,,,,,,,,,,
39,,559,,,,,,,0.9727675318717957,0.9187739491462708,0.33445656299591064,0.7942489385604858,0.9509978294372559,0.9470230937004089,0.850403368473053,0.20283101499080658,0.726830780506134,0.9070655703544617,0.1563400775194168
,0.00025621246378738883,560,,,,,,,,,,,,,,,,,
40,,569,0.9854673147201538,0.8221681118011475,0.8591549396514893,0.8978880643844604,0.9247618913650513,0.06355754286050797,,,,,,,,,,,
40,,573,,,,,,,0.9710226655006409,0.9263748526573181,0.35625186562538147,0.7928887605667114,0.9179055094718933,0.943748414516449,0.8640581965446472,0.21901243925094604,0.7192731499671936,0.8502735495567322,0.15291480720043182
,0.0002475924832253625,574,,,,,,,,,,,,,,,,,
41,,579,0.9907410144805908,0.9295659065246582,0.736468493938446,0.9077262282371521,0.9741295576095581,0.04194556921720505,,,,,,,,,,,
41,,587,,,,,,,0.9805822372436523,0.9277100563049316,0.7254721522331238,0.8931750655174255,0.9389357566833496,0.961940586566925,0.8654982447624207,0.5724106431007385,0.8212876915931702,0.885301411151886,0.08019740134477615
,0.0002383738952177247,588,,,,,,,,,,,,,,,,,
42,,589,0.9873077273368835,0.9024447202682495,0.8146852850914001,0.8853000402450562,0.8367622494697571,0.06279930472373962,,,,,,,,,,,
42,,599,0.9911746978759766,0.8878072500228882,0.8566020131111145,0.9239159226417542,0.9600798487663269,0.03553055226802826,,,,,,,,,,,
42,,601,,,,,,,0.9679427742958069,0.9071788191795349,0.5197917819023132,0.8146926760673523,0.8638572692871094,0.9381000399589539,0.8309628367424011,0.3561343252658844,0.7242688536643982,0.771878182888031,0.1483522206544876
,0.0002286135354250343,602,,,,,,,,,,,,,,,,,
43,,609,0.9909098744392395,0.8389345407485962,0.9083536267280579,0.9271993041038513,0.9705992937088013,0.03555861487984657,,,,,,,,,,,
43,,615,,,,,,,0.9717351794242859,0.90396648645401,0.38921427726745605,0.7984656691551208,0.9289467930793762,0.9450955986976624,0.8253612518310547,0.2461792230606079,0.7212631702423096,0.8684166073799133,0.1693846732378006
,0.0002183715797110622,616,,,,,,,,,,,,,,,,,
44,,619,0.9887387156486511,0.8607895374298096,0.6875852942466736,0.8766265511512756,0.9693925976753235,0.04534830152988434,,,,,,,,,,,
44,,629,0.9884858727455139,0.8149986267089844,0.8887923359870911,0.9167572259902954,0.9747521281242371,0.04733474180102348,,,,,,,,,,,
44,,629,,,,,,,0.9709248542785645,0.8483276963233948,0.6299275755882263,0.8329502940177917,0.8826210498809814,0.943631649017334,0.737840473651886,0.4640006124973297,0.7358821034431458,0.7980555891990662,0.13251619040966034
,0.00020771117313858088,630,,,,,,,,,,,,,,,,,
45,,639,0.986289381980896,0.7827337980270386,0.836506187915802,0.8954929709434509,0.9764427542686462,0.05542324483394623,,,,,,,,,,,
45,,643,,,,,,,0.9612427353858948,0.6853561997413635,0.547788143157959,0.7672078013420105,0.8744441866874695,0.9256184697151184,0.5225362777709961,0.3805410861968994,0.6539841890335083,0.7872409820556641,0.162477508187294
,0.0001966980406590546,644,,,,,,,,,,,,,,,,,
46,,649,0.9883455634117126,0.8916767239570618,0.7727930545806885,0.906734049320221,0.9741207957267761,0.045282360166311264,,,,,,,,,,,
46,,657,,,,,,,0.9727670550346375,0.8781881928443909,0.36717069149017334,0.7902529239654541,0.9428856372833252,0.9470320343971252,0.7866258025169373,0.22953687608242035,0.714131236076355,0.8933302760124207,0.14826881885528564
,0.00018540008189645783,658,,,,,,,,,,,,,,,,,
47,,659,0.9876512885093689,0.8733178377151489,0.7345864772796631,0.8904053568840027,0.9660659432411194,0.04953855648636818,,,,,,,,,,,
47,,669,0.9834883213043213,0.8433898091316223,0.7154033184051514,0.8776618838310242,0.9683660268783569,0.07110268622636795,,,,,,,,,,,
47,,671,,,,,,,0.9711852073669434,0.8601483702659607,0.42196568846702576,0.7959290146827698,0.9304168820381165,0.9440248608589172,0.7560451626777649,0.27302077412605286,0.7114154696464539,0.8725710511207581,0.1505289077758789
,0.00017388695252351449,672,,,,,,,,,,,,,,,,,
48,,679,0.9886607527732849,0.8524055480957031,0.8036649227142334,0.9035566449165344,0.9694952964782715,0.0448337160050869,,,,,,,,,,,
48,,685,,,,,,,0.9742773175239563,0.9270249009132385,0.5372052788734436,0.8397656679153442,0.9205553531646729,0.949924647808075,0.8646405339241028,0.37002718448638916,0.7600886821746826,0.8557624816894531,0.12701065838336945
,0.0001622296348113128,686,,,,,,,,,,,,,,,,,
49,,689,0.9923508167266846,0.8381071090698242,0.9283667802810669,0.9327425956726074,0.9721459150314331,0.030749864876270294,,,,,,,,,,,
49,,699,0.9897255897521973,0.9225146174430847,0.49758920073509216,0.844447135925293,0.9679591655731201,0.039632491767406464,,,,,,,,,,,
49,,699,,,,,,,0.974672257900238,0.9068779349327087,0.5371240377426147,0.8372712135314941,0.9304108023643494,0.9506574273109436,0.8306729197502136,0.3699127435684204,0.7558233737945557,0.8720503449440002,0.12883497774600983
,0.00015049999999999997,700,,,,,,,,,,,,,,,,,
50,,709,0.9930731058120728,0.9559613466262817,0.5412667989730835,0.8656717538833618,0.9723858833312988,0.030046634376049042,,,,,,,,,,,
50,,713,,,,,,,0.9728319048881531,0.8975585103034973,0.4517599642276764,0.813424825668335,0.9315488338470459,0.9471433758735657,0.8151723742485046,0.29514309763908386,0.732814371585846,0.8737985491752625,0.1501198559999466
,0.00013877036518868718,714,,,,,,,,,,,,,,,,,
51,,719,0.9923068284988403,0.9118607044219971,0.8194189071655273,0.9261749982833862,0.9811134934425354,0.03169211000204086,,,,,,,,,,,
51,,727,,,,,,,0.9715900421142578,0.9250876307487488,0.3815572261810303,0.800673246383667,0.9244580268859863,0.9448180198669434,0.8609773516654968,0.23990575969219208,0.7269177436828613,0.8619696497917175,0.17125146090984344
,0.00012711304747648549,728,,,,,,,,,,,,,,,,,
52,,729,0.9952540397644043,0.9518958926200867,0.9079211950302124,0.9581173658370972,0.9773982763290405,0.022250965237617493,,,,,,,,,,,
52,,739,0.9941388368606567,0.9539989829063416,0.7931219935417175,0.9294466972351074,0.9765268564224243,0.025802604854106903,,,,,,,,,,,
52,,741,,,,,,,0.97235107421875,0.8984596133232117,0.36136993765830994,0.7928691506385803,0.9392959475517273,0.946246325969696,0.8175144195556641,0.22628271579742432,0.719293475151062,0.8871306777000427,0.18391267955303192
,0.00011559991810354213,742,,,,,,,,,,,,,,,,,
53,,749,0.9904966354370117,0.8963223099708557,0.7986860871315002,0.9155723452568054,0.9767845273017883,0.03842325508594513,,,,,,,,,,,
53,,755,,,,,,,0.9709482192993164,0.8624400496482849,0.45207157731056213,0.8026248812675476,0.9250395894050598,0.9435851573944092,0.7603389620780945,0.29549670219421387,0.7156186103820801,0.8630536198616028,0.16510127484798431
,0.00010430195934094535,756,,,,,,,,,,,,,,,,,
54,,759,0.9957460165023804,0.9708664417266846,0.8179740905761719,0.9424640536308289,0.9852697253227234,0.020876837894320488,,,,,,,,,,,
54,,769,0.9933601021766663,0.9474790096282959,0.6865671873092651,0.9015696048736572,0.9788722991943359,0.030094528570771217,,,,,,,,,,,
54,,769,,,,,,,0.971091091632843,0.9068354964256287,0.4675697088241577,0.8133492469787598,0.9079008102416992,0.9438955187797546,0.8300445675849915,0.3084697425365448,0.7292917370796204,0.8347570300102234,0.16489671170711517
,9.328882686141906e-05,770,,,,,,,,,,,,,,,,,
55,,779,0.986892819404602,0.8268032073974609,0.7952041625976562,0.8951018452644348,0.97150719165802,0.05373815447092056,,,,,,,,,,,
55,,783,,,,,,,0.9712117314338684,0.8580911755561829,0.44096454977989197,0.7998833656311035,0.9292662143707275,0.9440603256225586,0.7545405030250549,0.28891804814338684,0.7142391204833984,0.8694376945495605,0.15625889599323273
,8.262842028893775e-05,784,,,,,,,,,,,,,,,,,
56,,789,0.9917911887168884,0.9014484286308289,0.8360175490379333,0.924920916557312,0.9704264998435974,0.0329887829720974,,,,,,,,,,,
56,,797,,,,,,,0.9700186252593994,0.8992714881896973,0.4756788909435272,0.8109362721443176,0.8987760543823242,0.9419040679931641,0.8190440535545349,0.31574663519859314,0.7249780297279358,0.8232173323631287,0.1644628793001175
,7.238646457496564e-05,798,,,,,,,,,,,,,,,,,
57,,799,0.99594646692276,0.964512050151825,0.8849557638168335,0.9570114612579346,0.9826316237449646,0.01962391659617424,,,,,,,,,,,
57,,809,0.9937090277671814,0.9630318284034729,0.8027523159980774,0.9350169897079468,0.9805749654769897,0.026218842715024948,,,,,,,,,,,
