Frame,MeanLoss,LossType
1,0.15326454835972414,Training
2,0.04849972955695766,Training
3,0.0574448048072273,Training
4,0.04073790232534196,Training
5,0.03735265819080859,Training
6,0.034978229894943556,Training
7,0.03431093140212108,Training
8,0.03316804694535839,Training
9,0.03222643242614515,Training
10,0.03419597604127814,Training
11,0.0296462270169205,Training
12,0.029801978851593306,Training
13,0.028861490303966994,Training
14,0.026529868571788157,Training
15,0.026041807274756988,Training
16,0.025725228545933048,Training
17,0.025485269922482935,Training
18,0.02403743430702301,Training
19,0.023259689938017584,Training
20,0.027430062620669687,Training
21,0.02335791757024181,Training
22,0.021050492763353256,Training
23,0.020537485407463023,Training
24,0.019940942069282108,Training
25,0.019159632491098307,Training
26,0.01885622831108178,Training
27,0.018622558615831945,Training
28,0.018082713106424033,Training
29,0.017461275907549853,Training
30,0.016793670010828207,Training
31,0.026730216450698695,Training
32,0.017068182673398664,Training
33,0.015876529201304845,Training
34,0.015575918366400977,Training
35,0.014717785109737291,Training
36,0.014618986389991467,Training
37,0.0142884533307554,Training
38,0.014089043462301363,Training
39,0.014887152234491864,Training
40,0.013941439885573467,Training
41,0.013605702831863858,Training
42,0.013090921827905855,Training
43,0.012336471390425329,Training
44,0.01240186963079907,Training
45,0.012346928704446985,Training
46,0.012556122435635595,Training
47,0.011565578788840588,Training
48,0.011803173867357807,Training
49,0.011278847277859709,Training
50,0.010845473291700016,Training
51,0.010777027123091447,Training
52,0.010589155513782852,Training
53,0.010207046892151527,Training
54,0.009920646886608478,Training
55,0.009851831010177026,Training
56,0.010002282227604834,Training
57,0.009975449652294304,Training
58,0.009292180026676453,Training
59,0.008943378163921883,Training
60,0.00923613605055761,Training
61,0.008582367103230364,Training
62,0.008650189205293328,Training
63,0.00861195320118229,Training
64,0.008584140645583941,Training
65,0.00822304444605469,Training
66,0.008257166756197686,Training
67,0.00804427391226847,Training
68,0.007834554964437832,Training
69,0.007774577009774392,Training
70,0.007763413700708357,Training
71,0.008664742605060257,Training
72,0.007818481583968013,Training
73,0.007166545172053335,Training
74,0.007291726516378125,Training
75,0.007075566900271435,Training
76,0.00694595900763729,Training
77,0.007251032309355033,Training
78,0.006757965978120861,Training
79,0.006873213807328456,Training
80,0.006774119349860672,Training
81,0.006668408404228934,Training
82,0.006696841348102706,Training
83,0.006375383795174176,Training
84,0.006629662205592255,Training
85,0.006135249780205631,Training
86,0.00649728913516491,Training
87,0.006134996224067648,Training
88,0.006396983521873739,Training
89,0.006064135105541095,Training
90,0.006166133300004355,Training
91,0.005983903799478411,Training
92,0.005908237986168033,Training
93,0.00593443294568117,Training
94,0.00577143279960104,Training
95,0.005611612299368989,Training
96,0.005516485388593068,Training
97,0.005738495226137464,Training
98,0.006057773994652861,Training
99,0.0056460646300869775,Training
100,0.005412402203822804,Training
101,0.0053853701364280126,Training
102,0.005159608391308145,Training
103,0.005398304881670701,Training
104,0.005255916570624581,Training
105,0.005108520980083843,Training
106,0.005395753572767595,Training
107,0.005401779844978186,Training
108,0.005019153243262829,Training
109,0.005006134778217083,Training
110,0.004900433367616328,Training
111,0.004938760812557757,Training
112,0.00503150265940146,Training
113,0.004801223381074835,Training
114,0.005305340212982532,Training
115,0.004589050933965132,Training
116,0.0045184961236069045,Training
117,0.004811134261032437,Training
118,0.004670101992298219,Training
