Frame,MeanLoss,LossType
119,0.004637337820267196,Training
120,0.004769581142413459,Training
121,0.00464380712152399,Training
122,0.004583640913556857,Training
123,0.004365980405617287,Training
124,0.004476490778807021,Training
125,0.004392604241445972,Training
126,0.0042042115527791465,Training
127,0.004567823371808446,Training
128,0.0042688647709257675,Training
129,0.004264940825176832,Training
130,0.004293178605735509,Training
131,0.004442939544187387,Training
132,0.004262835593358419,Training
133,0.004331724423769872,Training
134,0.004167084020664942,Training
135,0.004242594716395965,Training
136,0.004196804551560754,Training
137,0.004038553188644443,Training
138,0.004269086296312137,Training
139,0.004010167653208033,Training
140,0.003877197882753322,Training
141,0.003932993280380954,Training
142,0.0040730248637624545,Training
143,0.004075341479701034,Training
144,0.0040452431506038874,Training
145,0.00393909994093831,Training
146,0.0038816023724669887,Training
147,0.003777176324468791,Training
148,0.003952345805642166,Training
149,0.004109279744192169,Training
150,0.003677289998470118,Training
151,0.0037090671585981727,Training
152,0.0038068476598385544,Training
153,0.0035861102634882633,Training
154,0.003668523599324919,Training
155,0.0037372422668548472,Training
156,0.003778139156682422,Training
157,0.003690171152940876,Training
158,0.0035304480944409926,Training
159,0.0035851537864486633,Training
160,0.0037645082350062794,Training
161,0.0034781758682244563,Training
162,0.0035109123107095177,Training
163,0.0035822960529619087,Training
164,0.0035501932885827273,Training
165,0.003445873445731362,Training
166,0.0034960969607410615,Training
167,0.003370609343107686,Training
168,0.0036288582114113654,Training
169,0.00317313632435583,Training
170,0.003449379205107066,Training
171,0.0033127958912267494,Training
172,0.0033757614072679456,Training
173,0.0034182595270997158,Training
174,0.003190326168458691,Training
175,0.003242417431921597,Training
176,0.0033872818735150574,Training
177,0.0033096798893756914,Training
178,0.003356195669290467,Training
179,0.0033238878827749605,Training
180,0.0031599149345952113,Training
181,0.0031841097429263715,Training
182,0.0030982057209850435,Training
183,0.0033288213984086113,Training
184,0.0031766365343850094,Training
185,0.0031277770744014043,Training
186,0.0030903332455869776,Training
187,0.003205443791783101,Training
188,0.0032410888240638923,Training
189,0.0030640619892878637,Training
190,0.0031364030794248316,Training
191,0.002971229791183357,Training
192,0.003058516091607449,Training
193,0.002929510203031901,Training
194,0.002863643471570556,Training
195,0.003041900023279717,Training
196,0.003031292428265126,Training
197,0.003040547392358303,Training
198,0.00281546920339167,Training
199,0.002917444285603297,Training
200,0.003023905535442573,Training
