Frame,MeanLoss,LossType
1,0.14965178918937083,Training
2,0.050406774529670635,Training
3,0.04364301974271393,Training
4,0.04034925833742582,Training
5,0.03915874718785589,Training
6,0.035466311575309314,Training
7,0.04321928136050701,Training
8,0.040685852378151796,Training
9,0.034233606640846674,Training
10,0.031856443714018697,Training
11,0.030368949777183643,Training
12,0.030646188644355792,Training
13,0.029477032560276926,Training
14,0.028140812548251855,Training
15,0.02708237510620031,Training
16,0.02914655266884174,Training
17,0.02568175516188448,Training
18,0.02723927047985201,Training
19,0.025109910446458494,Training
20,0.023856361000857886,Training
21,0.022803276412321716,Training
22,0.022278857851073943,Training
23,0.021882665241682194,Training
24,0.02069982283442985,Training
25,0.02047600971568025,Training
26,0.019599583187157113,Training
27,0.025492717974058544,Training
28,0.01923660456224252,Training
29,0.017953193016615684,Training
30,0.01734378714228177,Training
31,0.017195833877733796,Training
32,0.01652323456514276,Training
33,0.01607997869745693,Training
34,0.015515969198851185,Training
35,0.015304215840104276,Training
36,0.014599382057406823,Training
37,0.014702401467558688,Training
38,0.014186742948960636,Training
39,0.013675002996162831,Training
40,0.013487680318691879,Training
41,0.01323353039081808,Training
42,0.016183518600808907,Training
43,0.012541352700129266,Training
44,0.012093708887174915,Training
45,0.011637195024127496,Training
46,0.01182869176851922,Training
47,0.011590361050104974,Training
48,0.011449992835625969,Training
49,0.010958689020866049,Training
50,0.011375691681275613,Training
51,0.010407074651996067,Training
52,0.010479275777025987,Training
53,0.009942653883987938,Training
54,0.009871043447338745,Training
55,0.00982334202217085,Training
56,0.009600787390374198,Training
57,0.010392728801958889,Training
58,0.009014811530311143,Training
59,0.008998393796801415,Training
60,0.009030444622774426,Training
61,0.008787473829572134,Training
62,0.008660101922437474,Training
63,0.008345456024911492,Training
64,0.008478408933524754,Training
65,0.008413469140434462,Training
66,0.008085096690983869,Training
67,0.007934927363920265,Training
68,0.007774008780423997,Training
69,0.007651854891202035,Training
70,0.007715401544802023,Training
71,0.007609041784498983,Training
